timestamp_local,camera_id,latency_s,status_code,ok,person_count,proc_ms,sys_cpu_pct,proc_cpu_pct,proc_rss_mb,rx_bytes,tx_bytes2025-10-28 21:12:42,cam01,0.829,200,True,4,626.18,6.3,55.9,377.48,7366,2312
2025-10-28 21:20:30,cam01,0.382,200,True,4,186.08,1.4,101.9,359.93,7510,8606
2025-10-28 21:20:32,cam02,0.356,200,True,4,165.02,8.7,102.7,350.02,0,0
2025-10-28 21:20:34,cam04,0.348,200,True,4,183.48,8.6,103.4,343.63,0,0
2025-10-28 21:20:35,cam01,0.344,200,True,4,178.84,19.8,94.8,346.27,1160,4072
2025-10-28 21:20:37,cam06,0.375,200,True,4,185.68,13.5,102.1,343.63,0,0
2025-10-28 21:20:37,cam02,0.34,200,True,4,172.36,24.3,98.4,346.27,0,0
2025-10-28 21:20:39,cam08,0.355,200,True,4,188.07,14.4,95.5,348.14,0,0
2025-10-28 21:20:40,cam04,0.374,200,True,4,200.72,23.4,104.5,346.27,0,0
2025-10-28 21:20:41,cam01,0.345,200,True,6,180.8,21.1,93.8,347.68,0,0
2025-10-28 21:20:41,cam10,0.341,200,True,4,175.12,28.8,102.6,346.27,0,0
2025-10-28 21:20:42,cam06,0.342,200,True,4,174.27,23.6,91.6,343.63,0,0
2025-10-28 21:20:43,cam02,0.353,200,True,6,171.75,23.7,98.7,350.02,0,0
2025-10-28 21:20:44,cam12,0.364,200,True,4,170.33,22.6,105.5,343.63,0,0
2025-10-28 21:20:44,cam08,0.344,200,True,4,177.86,29.0,95.4,346.27,0,0
2025-10-28 21:20:45,cam04,0.381,200,True,6,196.3,24.4,101.7,350.02,0,0
2025-10-28 21:20:46,cam14,0.412,200,True,4,199.9,27.5,99.9,350.55,123746,702
2025-10-28 21:20:46,cam01,0.559,200,True,6,206.46,100.0,96.7,347.68,3596,1733
2025-10-28 21:20:47,cam10,0.338,200,True,4,173.59,44.2,97.6,346.27,1068,1252
2025-10-28 21:20:47,cam06,0.35,200,True,6,180.55,26.0,99.5,343.63,142,326
2025-10-28 21:20:48,cam02,0.371,200,True,6,180.44,24.4,94.0,347.68,86494,432
2025-10-28 21:20:48,cam16,0.47,200,True,4,171.83,77.3,98.7,343.63,0,0
2025-10-28 21:20:49,cam12,0.53,200,True,4,175.75,25.3,102.2,346.27,0,0
2025-10-28 21:20:50,cam08,0.351,200,True,6,171.16,40.9,99.2,343.63,0,0
2025-10-28 21:20:50,cam04,0.338,200,True,6,174.68,22.0,102.9,347.68,68902,702
2025-10-28 21:20:51,cam18,0.587,200,True,4,169.13,54.5,94.4,343.63,0,0
2025-10-28 21:20:51,cam14,0.528,200,True,4,182.48,26.7,98.3,346.27,58640,162
2025-10-28 21:20:52,cam01,0.518,200,True,6,174.2,85.0,97.4,343.63,13632,318
2025-10-28 21:20:52,cam10,0.335,200,True,6,172.13,73.1,98.6,347.68,0,0
